,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,engine_rpm,torque
5809,Tata New Safari Dicor LX 4X2 BS IV,2007.0,200000.0,70000.0,1,1,1,2,13.93,2179.0,138.1,7.0,4250.0,91.0
5810,Hyundai i10 Sportz,2012.0,280000.0,65000.0,3,1,1,0,20.36,1197.0,78.9,5.0,3500.0,114.0
5811,Maruti Swift Dzire VDI,2014.0,580000.0,88000.0,1,1,1,0,23.4,1248.0,74.0,5.0,1750.0,200.0
5812,Tata Manza Aura (ABS) Quadrajet,2009.0,100000.0,80000.0,1,1,1,4,18.8,1248.0,90.0,5.0,3100.0,104.0
5813,Mahindra Scorpio EX,2014.0,550000.0,60000.0,1,1,1,0,14.0,2523.0,75.0,8.0,4200.0,190.0
5814,Mahindra TUV 300 T4 Plus,2017.0,700000.0,38000.0,1,1,1,0,18.49,1493.0,100.0,7.0,3600.0,115.0
5815,Tata Manza Aqua Safire,2010.0,150000.0,80000.0,3,1,1,4,15.0,1368.0,90.0,5.0,1800.0,171.0
5816,Hyundai EON Magna Plus,2014.0,190000.0,60000.0,3,1,1,2,21.1,814.0,55.2,5.0,2000.0,190.0
5817,Mahindra Bolero 2011-2019 SLE,2013.0,500000.0,110000.0,1,1,1,0,15.96,2523.0,62.1,7.0,1800.0,171.0
5818,Maruti Swift VDI BSIV,2017.0,640000.0,110000.0,1,1,1,0,25.2,1248.0,74.0,5.0,3000.0,215.0
5819,Hyundai Elite i20 Asta Option Diesel,2019.0,811000.0,43000.0,1,1,1,0,22.54,1396.0,88.76,5.0,2500.0,300.0
5820,Maruti Ritz LDi,2016.0,409999.0,120000.0,1,1,1,0,23.2,1248.0,73.94,5.0,3500.0,90.0
5821,Tata Indica V2 DLS BSIII,2013.0,170000.0,120000.0,1,1,1,2,17.88,1405.0,48.21,5.0,3500.0,90.0
5822,Hyundai Elite i20 Petrol Asta Option,2018.0,700000.0,25000.0,3,1,1,0,18.6,1197.0,81.86,5.0,4000.0,114.7
5823,Mahindra Scorpio S10 4WD,2015.0,950000.0,80000.0,1,1,1,2,15.4,2179.0,120.0,7.0,4386.0,72.0
5824,Hyundai Accent GLS 1.6 ABS,2003.0,80000.0,40000.0,3,1,1,2,14.4,1599.0,94.0,5.0,4000.0,114.7
5825,Maruti Swift Dzire VDI,2014.0,420000.0,120000.0,1,1,1,2,23.4,1248.0,74.0,5.0,2000.0,180.0
5826,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018.0,899000.0,35000.0,1,1,1,0,25.1,1248.0,88.5,5.0,4200.0,113.0
5827,Datsun GO T Petrol,2019.0,459999.0,35000.0,3,1,1,0,19.83,1198.0,67.0,5.0,2800.0,240.0
5828,Renault KWID 1.0 RXT Optional,2017.0,350000.0,25000.0,3,1,1,0,23.01,999.0,67.0,5.0,3500.0,90.0
5829,Toyota Etios GD,2015.0,509999.0,100000.0,1,1,1,2,23.59,1364.0,67.05,5.0,4500.0,99.04
5830,Mahindra Bolero 2011-2019 Plus Non AC,2013.0,500000.0,120000.0,1,1,1,4,15.96,2523.0,62.1,9.0,4850.0,151.0
5831,Tata Zest Revotron 1.2 XT,2017.0,370000.0,35000.0,3,1,1,0,17.57,1193.0,88.7,5.0,3600.0,200.0
5832,Maruti Alto K10 2010-2014 VXI,2013.0,240000.0,44000.0,3,1,1,2,20.92,998.0,67.1,5.0,5000.0,135.3
5833,Hyundai i20 Asta 1.4 CRDi,2015.0,530000.0,100000.0,1,1,1,2,22.54,1396.0,88.73,5.0,3500.0,90.0
5834,Mahindra Scorpio S10 7 Seater,2015.0,1000000.0,133000.0,1,1,1,2,15.4,2179.0,120.0,7.0,4000.0,74.5
5835,Toyota Innova Crysta 2.4 VX MT BSIV,2018.0,1600000.0,35000.0,1,1,1,2,13.68,2393.0,147.8,7.0,4000.0,74.5
5836,Hyundai i10 Sportz,2014.0,350000.0,64000.0,3,1,1,0,20.36,1197.0,78.9,5.0,1750.0,200.0
5837,Mahindra XUV500 AT W10 FWD,2015.0,1100000.0,70000.0,1,1,0,0,16.0,2179.0,140.0,7.0,3000.0,96.1
5838,Hyundai Grand i10 Sportz,2015.0,350000.0,100000.0,3,1,1,0,18.9,1197.0,82.0,5.0,3000.0,62.0
5839,Maruti Swift LDI,2013.0,370000.0,90000.0,1,1,1,2,22.9,1248.0,74.0,5.0,2750.0,219.66895999999997
5840,Maruti Swift Dzire VXi,2014.0,220000.0,50000.0,3,1,1,0,17.5,1298.0,85.8,5.0,4500.0,113.0
5841,Mahindra KUV 100 mFALCON D75 K4,2017.0,400000.0,50000.0,1,1,1,0,25.32,1198.0,77.0,6.0,2000.0,190.0
5842,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017.0,570000.0,31596.0,3,0,1,0,17.0,1497.0,121.36,5.0,2000.0,160.0
5843,Mahindra XUV500 W6 2WD,2013.0,650000.0,85710.0,1,0,1,0,15.1,2179.0,140.0,7.0,3400.0,343.0
5844,Toyota Fortuner 3.0 Diesel,2012.0,1680000.0,129627.0,1,0,1,0,11.5,2982.0,171.0,7.0,2000.0,305.0
5845,Datsun RediGO T Option,2018.0,250000.0,10000.0,3,1,1,0,22.7,799.0,53.64,5.0,2750.0,259.9
5846,Hyundai i10 Sportz,2014.0,320000.0,15000.0,3,1,1,0,20.36,1197.0,78.9,5.0,2500.0,85.0
5847,Maruti Wagon R AMT VXI,2017.0,440000.0,35000.0,3,1,0,0,20.51,998.0,67.0,5.0,2750.0,259.8
5848,Hyundai i20 Sportz 1.2,2013.0,315000.0,49000.0,3,1,1,2,18.5,1197.0,82.85,5.0,4250.0,91.0
5849,Tata Manza Aura Quadrajet,2010.0,202999.0,158000.0,1,1,1,0,18.8,1248.0,90.0,5.0,2000.0,180.0
5850,Hyundai EON Era,2012.0,179000.0,30000.0,3,1,1,2,21.1,814.0,55.2,5.0,4200.0,113.0
5851,Hyundai i10 Magna 1.2 iTech SE,2008.0,140000.0,60000.0,3,1,1,2,20.36,1197.0,78.9,5.0,2000.0,190.0
5852,Maruti Zen Estilo 1.1 LXI BSIII,2008.0,150000.0,40000.0,3,1,1,2,18.2,1061.0,64.0,5.0,1750.0,200.0
5853,Mahindra Bolero SLX,2011.0,440000.0,60000.0,1,1,1,2,13.6,2523.0,63.0,7.0,3400.0,200.05565999999996
5854,Ford Figo Diesel EXI,2011.0,250000.0,55130.0,1,0,1,2,20.0,1399.0,68.0,5.0,3500.0,69.0
5855,Maruti Wagon R VXI BS IV,2014.0,330000.0,22000.0,3,1,1,0,20.51,998.0,67.04,5.0,3500.0,90.0
5856,Ford Figo Petrol ZXI,2010.0,250000.0,48000.0,3,1,1,0,15.6,1196.0,70.0,5.0,4300.0,110.0
5857,Hyundai i20 Magna,2012.0,335000.0,45000.0,3,1,1,0,18.5,1197.0,82.85,5.0,3500.0,90.0
5858,Mahindra XUV500 W4,2016.0,1025000.0,22522.0,1,0,1,0,16.0,2179.0,140.0,7.0,3500.0,90.0
5859,Maruti Ciaz RS ZXi Plus,2015.0,550000.0,29434.0,3,1,1,0,20.73,1373.0,91.1,5.0,2000.0,190.0
5860,Honda WR-V i-DTEC VX,2018.0,800000.0,25000.0,1,1,1,0,25.5,1498.0,98.6,5.0,2800.0,330.0
5861,Tata Tiago 1.2 Revotron XZ,2017.0,380000.0,28000.0,3,1,1,2,23.84,1199.0,84.0,5.0,4000.0,115.0
5862,Renault Duster 85PS Diesel RxL Optional,2013.0,400000.0,44500.0,1,1,1,2,20.46,1461.0,83.8,5.0,4200.0,113.0
5863,Maruti Wagon R VXI BS IV,2016.0,375000.0,34500.0,3,1,1,0,20.51,998.0,67.04,5.0,3500.0,90.0
5864,Honda City i-VTEC CVT ZX,2017.0,1100000.0,20000.0,3,1,0,0,18.0,1497.0,117.6,5.0,1750.0,200.0
5865,Hyundai i20 1.2 Spotz,2018.0,650000.0,15000.0,3,1,1,0,18.6,1197.0,81.83,5.0,2750.0,160.0
5866,Nissan Micra XV CVT,2014.0,361000.0,26000.0,3,1,0,0,19.34,1198.0,76.0,5.0,2000.0,190.0
5867,Hyundai EON D Lite Plus,2012.0,140000.0,20000.0,3,1,1,0,21.1,814.0,55.2,5.0,1800.0,182.5
5868,Hyundai Xcent 1.2 VTVT S,2019.0,550000.0,3000.0,3,1,1,0,20.14,1197.0,81.86,5.0,4500.0,150.0
5869,Honda Amaze VX Petrol BSIV,2019.0,670000.0,20000.0,3,1,1,0,19.5,1199.0,88.76,5.0,2000.0,180.0
5870,Maruti Vitara Brezza ZDi Plus,2017.0,880000.0,25000.0,1,1,1,0,24.3,1248.0,88.5,5.0,2250.0,190.0
5871,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,950000.0,35000.0,1,1,1,0,23.0,1498.0,98.96,5.0,2000.0,190.0
5872,Chevrolet Cruze LTZ,2010.0,300000.0,60000.0,1,1,1,0,18.3,1991.0,147.9,5.0,4000.0,112.0
5873,Honda City i-VTEC CVT VX,2017.0,1150000.0,6825.0,3,1,0,0,18.0,1497.0,117.6,5.0,3000.0,96.1
5874,Chevrolet Cruze LTZ AT,2015.0,450000.0,155000.0,1,1,0,0,14.81,1998.0,163.7,5.0,3000.0,101.0
5875,Maruti Eeco CNG 5 Seater AC BSIV,2018.0,375000.0,50000.0,0,1,1,0,21.94,1196.0,61.7,5.0,2000.0,247.0
5876,Maruti Ertiga BSIV VXI,2016.0,600000.0,13500.0,3,1,1,0,17.5,1373.0,91.1,7.0,4000.0,113.75
5877,Toyota Innova 2.5 V Diesel 8-seater,2008.0,700000.0,260000.0,1,1,1,0,12.8,2494.0,102.0,8.0,2250.0,190.0
5878,Hyundai Xcent 1.2 CRDi S,2018.0,600000.0,65000.0,1,1,1,0,25.4,1186.0,73.97,5.0,3000.0,96.1
5879,Mahindra Xylo H9,2014.0,630000.0,95000.0,1,1,1,2,14.02,2179.0,118.3,8.0,3500.0,90.0
5880,Maruti Ciaz ZXi,2016.0,590000.0,40000.0,3,1,1,2,20.73,1373.0,91.1,5.0,3500.0,90.0
5881,Hyundai Santro Era,2019.0,420000.0,30000.0,3,1,1,0,20.3,1086.0,68.0,5.0,1750.0,150.0
5882,Mitsubishi Pajero Sport 4X4 Dual Tone,2016.0,1950000.0,120000.0,1,1,1,0,13.5,2477.0,175.56,7.0,3000.0,190.0
5883,Tata New Safari Dicor EX 4X2 BS IV,2013.0,541000.0,112011.0,1,1,1,0,13.93,2179.0,138.1,7.0,3500.0,90.0
5884,Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,900000.0,125000.0,1,1,1,0,12.99,2494.0,100.6,7.0,3000.0,200.0
5885,Tata Manza Aura Quadrajet,2009.0,250000.0,43000.0,1,1,1,0,18.8,1248.0,90.0,5.0,2000.0,160.0
5886,Mahindra Bolero 2011-2019 SLE,2019.0,670000.0,53534.0,1,1,1,0,15.96,2523.0,62.1,7.0,1500.0,180.0
5887,Tata Tigor 2017-2020 XZ Plus,2019.0,530000.0,20000.0,3,1,1,0,20.3,1199.0,83.81,5.0,2000.0,160.0
5888,Chevrolet Beat Diesel LT,2012.0,150000.0,70000.0,1,1,1,2,25.44,936.0,57.6,5.0,2000.0,160.0
5889,Mahindra XUV500 W8 2WD,2013.0,550000.0,70000.0,1,1,1,4,15.1,2179.0,140.0,7.0,2800.0,240.0
5890,Mahindra Scorpio 1.99 S4 Plus,2015.0,650000.0,150000.0,1,1,1,0,15.4,1997.0,120.0,7.0,3500.0,90.0
5891,Tata Indica Vista TDI LX,2012.0,180000.0,100000.0,1,1,1,2,19.4,1405.0,70.0,5.0,1750.0,200.0
5892,Mahindra Thar 4X4,2015.0,585000.0,50000.0,1,1,1,0,16.55,2498.0,105.0,7.0,3500.0,90.0
5893,Hyundai i20 Magna,2013.0,345000.0,120000.0,3,1,1,2,18.5,1197.0,82.85,5.0,3000.0,140.0
5894,Maruti Swift VDI,2013.0,350000.0,110000.0,1,1,1,4,22.9,1248.0,74.0,5.0,2800.0,240.0
5895,Honda BRV i-VTEC V MT,2016.0,725000.0,140000.0,3,1,1,0,15.4,1497.0,117.3,7.0,4386.0,72.0
5896,Tata Venture EX 7 Str,2012.0,250000.0,120000.0,1,1,1,0,15.42,1405.0,70.0,7.0,3500.0,90.0
5897,Maruti 800 AC,2002.0,45000.0,70000.0,3,1,1,2,16.1,796.0,37.0,4.0,2500.0,59.0
5898,Toyota Innova 2.5 E Diesel MS 8-seater,2007.0,409999.0,248119.0,1,1,1,1,12.8,2494.0,102.0,8.0,3500.0,90.0
5899,Renault KWID 1.0 RXT Optional,2017.0,325000.0,16500.0,3,1,1,2,23.01,999.0,67.0,5.0,4200.0,113.0
5900,Maruti Alto K10 VXI,2016.0,350000.0,9900.0,3,1,1,0,23.95,998.0,67.05,5.0,1500.0,180.0
5901,Maruti Alto LXi,2012.0,180000.0,80000.0,3,1,1,4,19.7,796.0,46.3,5.0,2500.0,250.0
5902,Fiat Linea Emotion,2010.0,150000.0,100000.0,3,1,1,2,16.0,1368.0,90.0,5.0,3600.0,200.0
5903,Maruti Dzire ZXI,2020.0,700000.0,20000.0,3,1,1,0,23.26,1197.0,88.5,5.0,2800.0,360.0
5904,Maruti Ciaz ZDi Plus SHVS,2016.0,795000.0,90000.0,1,1,1,0,28.09,1248.0,88.5,5.0,3000.0,250.0
5905,Mahindra Thar CRDe,2019.0,950000.0,15000.0,1,1,1,0,16.55,2498.0,105.0,6.0,2750.0,219.7
5906,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018.0,885000.0,75000.0,1,1,0,0,21.5,1498.0,108.5,5.0,4600.0,145.0
5907,Maruti Ritz LDi,2011.0,160000.0,140000.0,1,1,1,0,21.1,1248.0,73.9,5.0,2000.0,190.0
5908,Hyundai i20 1.4 CRDi Asta,2012.0,300000.0,120000.0,1,1,1,2,23.0,1396.0,90.0,5.0,2750.0,219.7
5909,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018.0,950000.0,75000.0,1,1,0,0,21.5,1498.0,108.5,5.0,1750.0,200.0
5910,Maruti Ertiga VDI,2015.0,549000.0,90000.0,1,1,1,0,20.77,1248.0,88.76,7.0,2000.0,190.0
5911,Audi A3 35 TDI Premium Plus,2018.0,3000000.0,20000.0,1,1,0,0,20.38,1968.0,143.0,5.0,2000.0,160.0
5912,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015.0,1200000.0,61000.0,1,1,1,0,12.99,2494.0,100.6,7.0,2500.0,300.0
5913,Renault Fluence Diesel E4,2012.0,570000.0,100000.0,1,1,1,2,21.8,1461.0,78.0,5.0,2750.0,250.0
5914,Mahindra Thar CRDe,2017.0,800000.0,60000.0,1,1,1,2,16.55,2498.0,105.0,6.0,1750.0,142.5
5915,Mahindra Bolero SLX,2009.0,300000.0,170000.0,1,1,1,4,13.6,2523.0,63.0,7.0,2000.0,190.0
5916,Toyota Etios G,2013.0,350000.0,100000.0,3,1,1,2,16.78,1496.0,88.73,5.0,2750.0,259.9
5917,Mahindra Bolero SLX,2011.0,400000.0,120000.0,1,1,1,2,13.6,2523.0,63.0,7.0,3000.0,250.0
5918,Volkswagen Polo 1.5 TDI Comfortline,2015.0,434999.0,50000.0,1,1,1,0,20.14,1498.0,88.8,5.0,1750.0,200.0
5919,Maruti Swift VDI,2013.0,450000.0,24019.0,1,1,1,0,22.9,1248.0,74.0,5.0,2750.0,259.8
5920,Hyundai Verna 1.6 SX,2013.0,459999.0,80000.0,1,1,1,2,22.32,1582.0,126.32,5.0,2000.0,190.0
5921,Maruti Ritz VDi ABS,2011.0,210000.0,100000.0,1,1,1,2,21.1,1248.0,73.9,5.0,2000.0,190.0
5922,Maruti Swift Dzire VXI,2015.0,540000.0,93000.0,3,1,1,2,20.85,1197.0,83.14,5.0,3000.0,62.0
5923,Maruti Ertiga SHVS VDI,2017.0,710000.0,50000.0,1,1,1,0,24.52,1248.0,88.5,7.0,2000.0,190.0
5924,Maruti Alto 800 VXI,2018.0,285000.0,22000.0,3,1,1,0,24.7,796.0,47.3,5.0,2800.0,330.0
5925,Hyundai Creta 1.4 E Plus,2019.0,990000.0,19600.0,1,1,1,0,22.1,1396.0,88.7,5.0,4250.0,91.0
5926,Tata Indigo CS eGLS BS IV,2017.0,362000.0,104000.0,3,1,1,0,15.64,1193.0,64.1,5.0,4800.0,110.0
5927,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,880000.0,33000.0,1,1,1,0,23.0,1498.0,98.96,5.0,4000.0,114.7
5928,Mahindra TUV 300 mHAWK100 T8,2017.0,700000.0,60000.0,1,1,1,0,18.49,1493.0,100.0,7.0,1750.0,200.0
5929,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,600000.0,60000.0,1,1,1,0,15.96,2523.0,63.0,9.0,3000.0,62.0
5930,Nissan Terrano XL,2015.0,700000.0,40000.0,3,1,1,0,13.24,1598.0,102.5,5.0,1750.0,200.0
5931,Tata Tiago 1.05 Revotorq XT,2016.0,400000.0,60000.0,1,1,1,0,27.28,1047.0,69.0,5.0,2000.0,190.0
5932,Hyundai Accent Executive LPG,2010.0,165000.0,80000.0,2,1,1,0,13.2,1495.0,93.7,5.0,2750.0,159.8
5933,Toyota Innova 2.5 V Diesel 8-seater,2007.0,350000.0,376412.0,1,1,1,2,12.8,2494.0,102.0,8.0,2750.0,160.0
5934,Maruti Ertiga VXI,2014.0,425000.0,80000.0,3,1,1,4,16.02,1373.0,93.7,7.0,4000.0,114.73
5935,Hyundai Santro Xing GL Plus,2012.0,180000.0,70000.0,3,1,1,0,17.92,1086.0,62.1,5.0,3400.0,146.0
5936,Maruti Alto K10 2010-2014 VXI,2012.0,170000.0,90000.0,3,1,1,4,20.92,998.0,67.1,5.0,4500.0,113.0
5937,Mahindra Bolero 2011-2019 DI NON AC BS III White,2014.0,370000.0,183000.0,1,1,1,0,15.96,2523.0,63.0,9.0,1800.0,171.0
5938,Maruti Vitara Brezza VDi,2018.0,800000.0,27000.0,1,1,1,0,24.3,1248.0,88.5,5.0,2800.0,240.0
5939,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,900000.0,35000.0,1,1,1,0,23.0,1498.0,98.96,5.0,2500.0,250.0
5940,Maruti Swift VDI,2013.0,390000.0,120000.0,1,1,1,0,22.9,1248.0,74.0,5.0,1750.0,200.0
5941,Maruti Swift Dzire VDI,2014.0,445000.0,80000.0,1,1,1,2,23.4,1248.0,74.0,5.0,4200.0,113.0
5942,Maruti Swift Dzire VDI,2014.0,459999.0,70000.0,1,1,1,1,23.4,1248.0,74.0,5.0,2500.0,380.0
5943,Maruti Wagon R LXI DUO BS IV,2013.0,275000.0,55000.0,2,1,1,0,14.4,998.0,61.7,5.0,2000.0,300.0
5944,Maruti Ritz VDi,2009.0,200000.0,120000.0,1,1,1,2,21.1,1248.0,73.9,5.0,2500.0,400.0
5945,Maruti Swift Dzire 1.2 Lxi BSIV,2012.0,350000.0,72000.0,3,1,1,2,17.5,1197.0,85.8,5.0,4800.0,110.0
5946,Toyota Etios GD,2014.0,550000.0,250000.0,1,1,1,0,23.59,1364.0,67.04,5.0,1750.0,200.0
5947,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016.0,900000.0,100000.0,1,1,1,0,13.58,2499.0,72.4,9.0,2000.0,190.0
5948,Tata Sumo Gold GX,2013.0,350000.0,120000.0,1,1,1,2,15.3,2956.0,83.83,7.0,3000.0,250.0
5949,Hyundai Grand i10 Asta,2014.0,455999.0,32000.0,3,1,1,0,18.9,1197.0,82.0,5.0,4000.0,113.75
5950,Maruti Alto STD,2008.0,129000.0,60000.0,3,1,1,0,19.7,796.0,46.3,5.0,1900.0,200.0
5951,Maruti Alto 800 LXI,2017.0,254000.0,40000.0,3,1,1,0,24.7,796.0,47.3,5.0,4000.0,117.0
5952,Ford Ecosport 1.5 Diesel Trend,2014.0,570000.0,48000.0,1,1,1,0,21.7,1498.0,98.96,5.0,2000.0,500.0
5953,Nissan Terrano XL D Option,2018.0,840000.0,30000.0,1,1,1,0,19.87,1461.0,83.14,5.0,3200.0,333.0
5954,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010.0,235000.0,100000.0,1,1,1,2,13.93,2179.0,138.1,7.0,2800.0,400.0
5955,Mahindra TUV 300 T6,2016.0,700000.0,50000.0,1,1,1,0,18.49,1493.0,100.0,7.0,4500.0,99.0
5956,Hyundai Grand i10 1.2 Kappa Sportz Option,2018.0,528000.0,5000.0,3,1,1,0,18.9,1197.0,81.86,5.0,2800.0,400.0
5957,Jeep Compass 2.0 Limited Option,2017.0,1500000.0,12000.0,1,1,1,0,17.1,1956.0,170.0,5.0,2000.0,230.0
5958,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,560000.0,72000.0,1,1,1,0,15.96,2523.0,63.0,9.0,2750.0,259.9
5959,Mahindra Bolero 2011-2019 DI - AC BS III,2016.0,600000.0,70000.0,1,1,1,0,15.96,2523.0,63.0,9.0,2500.0,400.0
5960,Chevrolet Aveo U-VA 1.2 LS,2007.0,102000.0,50000.0,3,1,1,2,15.26,1150.0,74.9,5.0,1750.0,200.0
5961,Mahindra XUV500 W8 AWD,2014.0,750000.0,70000.0,1,1,1,2,15.1,2179.0,140.0,7.0,2600.0,218.0
5962,Maruti Baleno Alpha 1.2,2015.0,650000.0,50000.0,3,1,1,0,21.4,1197.0,83.1,5.0,2000.0,190.0
5963,Volkswagen Polo Petrol Trendline 1.2L,2012.0,310000.0,40000.0,3,1,1,0,16.47,1198.0,73.9,5.0,2750.0,219.7
5964,Hyundai Xcent 1.2 Kappa S,2014.0,480000.0,30000.0,3,1,1,0,19.1,1197.0,82.0,5.0,2750.0,219.7
5965,Maruti Alto 800 VXI,2018.0,320000.0,15000.0,3,1,1,0,24.7,796.0,47.3,5.0,1750.0,200.0
5966,Honda City i VTEC VX,2015.0,750000.0,40000.0,3,1,1,0,17.4,1497.0,117.3,5.0,3400.0,200.0
5967,Nissan Micra Active XL Petrol,2017.0,370000.0,40000.0,3,1,1,0,19.49,1198.0,67.04,5.0,2000.0,190.0
5968,Maruti Swift ZXI,2013.0,320000.0,60000.0,3,1,1,1,18.6,1197.0,85.8,5.0,3000.0,259.87
5969,Maruti Swift ZXI,2013.0,420000.0,67000.0,3,1,1,0,18.6,1197.0,85.8,5.0,2000.0,190.0
5970,Maruti Swift Dzire VXi,2010.0,240000.0,60000.0,3,1,1,2,17.5,1298.0,85.8,5.0,2500.0,250.0
5971,Datsun RediGO 1.0 S,2017.0,220000.0,60000.0,3,1,1,0,22.5,999.0,67.0,5.0,2000.0,190.0
5972,Tata Tiago 1.2 Revotron XM,2016.0,350000.0,30000.0,3,1,1,0,23.84,1199.0,84.0,5.0,4800.0,110.0
5973,Honda Amaze VX i-DTEC,2018.0,675000.0,40000.0,1,1,1,0,25.8,1498.0,98.6,5.0,2000.0,190.0
5974,Toyota Etios Cross 1.2L G,2016.0,434999.0,50000.0,3,1,1,2,18.16,1197.0,78.8,5.0,1750.0,200.0
5975,Honda CR-V 2.0L 2WD AT,2006.0,125000.0,200000.0,3,1,0,4,13.1,1997.0,141.1,5.0,4600.0,145.0
5976,Mahindra KUV 100 mFALCON G80 K6 AW,2016.0,400000.0,14000.0,3,1,1,2,18.15,1198.0,82.0,6.0,2000.0,190.0
5977,Chevrolet Tavera Neo 3 9 Str BSIII,2015.0,425000.0,70000.0,1,1,1,0,13.58,2499.0,72.4,9.0,3500.0,90.0
5978,Maruti Ritz Genus VDi,2010.0,311000.0,94000.0,1,1,1,2,21.1,1248.0,75.0,5.0,4000.0,115.0
5979,Chevrolet Tavera Neo 3 10 Seats BSIII,2015.0,509999.0,197000.0,1,1,1,0,13.58,2499.0,72.4,10.0,1750.0,200.0
5980,Ford Figo 1.5D Trend MT,2015.0,530000.0,79000.0,1,1,1,2,25.83,1498.0,99.0,5.0,2500.0,300.0
5981,Skoda Octavia Rider 1.9 AT TDI,2008.0,210000.0,120000.0,1,1,1,2,18.7,1896.0,66.0,5.0,2000.0,190.0
5982,Mahindra Marazzo M2 8Str BSIV,2019.0,977000.0,30000.0,1,1,1,0,17.3,1497.0,121.0,8.0,2800.0,343.0
5983,Maruti Wagon R VXI BS IV,2018.0,440000.0,20000.0,3,1,1,0,20.51,998.0,67.04,5.0,4200.0,113.0
5984,Maruti Wagon R VXI BS IV,2018.0,440000.0,17000.0,3,1,1,0,20.51,998.0,67.04,5.0,2000.0,125.0
5985,Hyundai i20 1.2 Spotz,2018.0,655000.0,20000.0,3,1,1,0,18.6,1197.0,81.83,5.0,3000.0,400.0
5986,Renault KWID RXT Optional,2016.0,295000.0,60000.0,3,1,1,0,25.17,799.0,53.3,5.0,2800.0,330.0
5987,Tata Hexa XT,2017.0,1200000.0,150000.0,1,1,1,0,17.6,2179.0,153.86,7.0,4200.0,113.0
5988,Tata Hexa XM,2017.0,1251000.0,35000.0,1,1,1,0,17.6,2179.0,153.86,7.0,2000.0,190.0
5989,Tata Indigo CS eLX BS IV,2010.0,200000.0,60000.0,1,1,1,0,23.03,1396.0,69.0,5.0,2500.0,380.0
5990,Hyundai i20 Active 1.4 SX with AVN,2016.0,750000.0,40000.0,1,1,1,0,21.19,1396.0,88.73,5.0,4000.0,74.5
5991,Maruti Wagon R LXI CNG,2018.0,400000.0,60000.0,0,1,1,0,26.6,998.0,58.16,5.0,2800.0,330.0
5992,Honda Amaze E i-VTEC,2017.0,475000.0,57000.0,3,1,1,0,17.8,1198.0,86.7,5.0,3500.0,90.0
5993,Tata Indigo VS,2012.0,110000.0,120000.0,1,1,1,2,17.8,1405.0,70.0,5.0,4000.0,113.75
5994,Renault KWID 1.0 RXT 02 Anniversary Edition,2017.0,350000.0,30000.0,3,1,1,0,23.01,999.0,67.0,5.0,3500.0,69.0
5995,Maruti Swift Dzire Tour LDI,2016.0,450000.0,175000.0,1,1,1,0,23.4,1248.0,74.0,5.0,5000.0,135.3
5996,Hyundai i20 Magna 1.2,2015.0,430000.0,35000.0,3,1,1,2,18.6,1197.0,81.83,5.0,4200.0,113.0
5997,Toyota Innova Crysta 2.4 ZX MT BSIV,2017.0,1450000.0,81000.0,1,1,1,0,13.68,2393.0,147.8,7.0,2000.0,160.0
5998,Chevrolet Cruze LTZ,2011.0,360000.0,100000.0,1,1,1,0,18.3,1991.0,147.9,5.0,3500.0,90.0
5999,Tata Hexa XTA,2017.0,1445000.0,60000.0,1,1,0,0,17.6,2179.0,153.86,7.0,3000.0,62.0
6000,Honda City i DTec S,2016.0,670000.0,60000.0,1,1,1,0,26.0,1498.0,98.6,5.0,2000.0,190.0
6001,Mercedes-Benz GLA Class 200,2016.0,2000000.0,70000.0,3,1,0,0,13.7,1991.0,183.0,5.0,2000.0,190.0
6002,Honda Amaze S i-Dtech,2015.0,440000.0,50000.0,1,1,1,0,25.8,1498.0,98.6,5.0,2400.0,170.0
6003,Hyundai i20 1.4 CRDi Era,2012.0,254999.0,90000.0,1,1,1,0,23.0,1396.0,90.0,5.0,2600.0,218.0
6004,Datsun GO Plus A Option Petrol,2018.0,530000.0,65000.0,3,1,1,0,19.02,1198.0,67.05,7.0,2750.0,219.6
6005,Mahindra XUV500 W4 1.99 mHawk,2016.0,890000.0,40000.0,1,1,1,2,16.0,1997.0,140.0,7.0,3000.0,200.0
6006,Volkswagen Polo Diesel Comfortline 1.2L,2013.0,280000.0,80000.0,1,1,1,2,22.07,1199.0,73.9,5.0,2800.0,330.0
6007,Maruti Swift Dzire AMT ZXI,2017.0,725000.0,35000.0,3,1,0,0,21.21,1197.0,81.8,5.0,2000.0,190.0
6008,Mahindra TUV 300 T8,2016.0,700000.0,30000.0,1,1,1,0,18.49,1493.0,100.0,7.0,4250.0,120.0
